round,command,damage,player_hp,boss_hp,winner,note
3,fight,0,10,36,,miss
4,fight,4,10,32,,hit
5,fight,0,10,32,,miss
6,fight,4,10,28,,hit
7,fight,13,0,15,,hit+counter
8,end,0,0,15,Dragon,

1,fight,6,20,44,,hit
2,fight,0,20,44,,miss
3,fight,2,20,42,,hit
4,fight,0,20,42,,miss
5,fight,15,13,27,,hit+counter
6,poison,2,11,27,,1 turns left
6,defend,0,11,27,,cleared 1 poison
7,fight,4,11,23,,hit
8,fight,0,11,23,,miss
9,fight,10,11,13,,hit
10,fight,15,11,0,,hit
11,end,0,11,0,player,

1,fight,17,8,33,,hit+counter
2,poison,2,6,33,,1 turns left
2,defend,0,6,33,,cleared 1 poison
3,fight,15,0,18,,hit+counter
4,end,0,0,18,Dragon,

1,fight,17,10,33,,hit+counter
2,poison,2,8,33,,1 turns left
2,defend,0,8,33,,cleared 1 poison
3,fight,16,0,17,,hit+counter
4,end,0,0,17,Dragon,

1,fight,0,20,50,,miss
2,fight,0,20,50,,miss
3,fight,0,20,50,,miss
4,fight,0,20,50,,miss
5,fight,0,20,50,,miss
6,fight,4,20,46,,hit
7,fight,0,20,46,,miss
8,fight,10,20,36,,hit
9,fight,19,8,17,,hit+counter
10,poison,2,6,17,,1 turns left
10,defend,0,6,17,,cleared 1 poison
11,fight,0,6,17,,miss
12,fight,9,6,8,,hit
13,fight,0,6,8,,miss
14,fight,0,6,8,,miss
15,fight,10,6,0,,hit
16,end,0,6,0,player,

1,fight,0,20,50,,miss
2,fight,9,20,41,,hit
3,fight,0,20,41,,miss
4,fight,4,20,37,,hit
5,fight,19,13,18,,hit+counter
6,poison,2,11,18,,1 turns left
6,defend,0,11,18,,cleared 1 poison
7,fight,15,1,3,,hit+counter
8,poison,2,0,3,,1 turns left
8,end,0,0,3,Dragon,

1,fight,0,20,50,,miss
2,fight,16,13,34,,hit+counter
3,poison,2,11,34,,1 turns left
3,defend,0,11,34,,cleared 1 poison
4,fight,0,11,34,,miss
5,fight,14,0,20,,hit+counter
6,end,0,0,20,Dragon,

1,fight,11,20,39,,hit
2,fight,0,20,39,,miss
3,fight,13,8,26,,hit+counter
4,fight,6,8,20,,hit
5,fight,3,8,17,,hit
6,fight,18,8,0,,hit
7,end,0,8,0,player,

1,fight,14,10,36,,hit+counter
2,fight,0,10,36,,miss
3,fight,3,10,33,,hit
4,fight,12,10,21,,hit
5,fight,0,10,21,,miss
6,fight,0,10,21,,miss
7,fight,10,10,11,,hit
8,fight,20,10,0,,hit
9,end,0,10,0,player,

1,fight,0,20,50,,miss
2,fight,0,20,50,,miss
3,fight,14,11,36,,hit+counter
4,poison,2,9,36,,1 turns left
4,defend,0,9,36,,cleared 1 poison
5,fight,0,9,36,,miss
6,fight,1,9,35,,hit
7,fight,7,9,28,,hit
8,fight,16,0,12,,hit+counter
9,end,0,0,12,Dragon,

1,fight,8,20,42,,hit
2,fight,0,20,42,,miss
3,fight,11,20,31,,hit
4,fight,0,20,31,,miss
5,fight,17,11,14,,hit+counter
6,fight,6,11,8,,hit
7,fight,14,11,0,,hit
8,end,0,11,0,player,

1,fight,5,20,45,,hit
2,fight,0,20,45,,miss
3,fight,12,20,33,,hit
4,fight,15,8,18,,hit+counter
5,poison,2,6,18,,1 turns left
5,defend,0,6,18,,cleared 1 poison
6,fight,17,0,1,,hit+counter
7,end,0,0,1,Dragon,

1,fight,0,20,50,,miss
2,fight,8,20,42,,hit
3,fight,0,20,42,,miss
4,fight,6,20,36,,hit
5,fight,18,9,18,,hit+counter
6,poison,2,7,18,,1 turns left
6,defend,0,7,18,,cleared 1 poison
7,fight,5,7,13,,hit
8,fight,18,7,0,,hit
9,end,0,7,0,player,

1,fight,1,20,49,,hit
2,fight,6,20,43,,hit
3,fight,5,20,38,,hit
4,fight,7,20,31,,hit
5,fight,18,13,13,,hit+counter
6,poison,2,11,13,,1 turns left
6,defend,0,11,13,,cleared 1 poison
7,fight,7,11,6,,hit
8,fight,0,11,6,,miss
9,fight,6,11,0,,hit
10,end,0,11,0,player,

1,fight,9,20,41,,hit
2,fight,17,11,24,,hit+counter
3,fight,19,0,5,,hit+counter
4,end,0,0,5,Dragon,

1,fight,8,20,42,,hit
2,fight,8,20,34,,hit
3,fight,0,20,34,,miss
4,fight,13,9,21,,hit+counter
5,poison,2,7,21,,1 turns left
5,defend,0,7,21,,cleared 1 poison
6,fight,0,7,21,,miss
7,fight,0,7,21,,miss
8,fight,0,7,21,,miss
9,fight,0,7,21,,miss
10,fight,14,0,7,,hit+counter
11,end,0,0,7,Dragon,

1,fight,0,20,50,,miss
2,fight,12,20,38,,hit
3,fight,2,20,36,,hit
4,fight,2,20,34,,hit
5,fight,6,20,28,,hit
6,fight,9,20,19,,hit
7,fight,15,12,4,,hit+counter
8,fight,3,12,1,,hit
9,fight,0,12,1,,miss
10,fight,3,12,0,,hit
11,end,0,12,0,player,

1,fight,0,20,50,,miss
2,fight,20,8,30,,hit+counter
3,fight,0,8,30,,miss
4,fight,4,8,26,,hit
5,fight,4,8,22,,hit
6,fight,14,0,8,,hit+counter
7,end,0,0,8,Dragon,

1,fight,7,20,43,,hit
2,fight,8,20,35,,hit
3,fight,2,20,33,,hit
4,fight,0,20,33,,miss
5,fight,12,20,21,,hit
6,fight,8,20,13,,hit
7,fight,10,20,3,,hit
8,fight,0,20,3,,miss
9,fight,4,20,0,,hit
10,end,0,20,0,player,

1,fight,19,12,31,,hit+counter
2,poison,2,10,31,,1 turns left
2,defend,0,10,31,,cleared 1 poison
3,fight,13,1,18,,hit+counter
4,fight,0,1,18,,miss
5,fight,15,0,3,,hit+counter
6,end,0,0,3,Dragon,

1,fight,15,9,35,,hit+counter
2,poison,2,7,35,,1 turns left
2,defend,0,7,35,,cleared 1 poison
3,fight,0,7,35,,miss
4,fight,4,7,31,,hit
5,fight,8,7,23,,hit
6,fight,6,7,17,,hit
7,fight,0,7,17,,miss
8,fight,20,7,0,,hit
9,end,0,7,0,player,

1,fight,17,10,33,,hit+counter
2,fight,4,10,29,,hit
3,fight,11,10,18,,hit
4,fight,0,10,18,,miss
5,fight,2,10,16,,hit
6,fight,1,10,15,,hit
7,fight,8,10,7,,hit
8,fight,20,10,0,,hit
9,end,0,10,0,player,

1,fight,20,13,30,,hit+counter
2,fight,6,13,24,,hit
3,fight,20,1,4,,hit+counter
4,fight,0,1,4,,miss
5,fight,0,1,4,,miss
6,fight,17,1,0,,hit
7,end,0,1,0,player,

1,fight,1,20,49,,hit
2,fight,0,20,49,,miss
3,fight,18,13,31,,hit+counter
4,poison,2,11,31,,1 turns left
4,defend,0,11,31,,cleared 1 poison
5,fight,2,11,29,,hit
6,fight,0,11,29,,miss
7,fight,2,11,27,,hit
8,fight,5,11,22,,hit
9,fight,6,11,16,,hit
10,fight,10,11,6,,hit
11,fight,8,11,0,,hit
12,end,0,11,0,player,

1,fight,20,10,30,,hit+counter
2,poison,2,8,30,,1 turns left
2,defend,0,8,30,,cleared 1 poison
3,fight,0,8,30,,miss
4,fight,14,0,16,,hit+counter
5,end,0,0,16,Dragon,

1,fight,10,20,40,,hit
2,fight,15,9,25,,hit+counter
3,poison,2,7,25,,1 turns left
3,defend,0,7,25,,cleared 1 poison
4,fight,5,7,20,,hit
5,fight,0,7,20,,miss
6,fight,0,7,20,,miss
7,fight,14,0,6,,hit+counter
8,end,0,0,6,Dragon,

1,fight,7,20,43,,hit
2,fight,13,11,30,,hit+counter
3,poison,2,9,30,,1 turns left
3,defend,0,9,30,,cleared 1 poison
4,fight,11,9,19,,hit
5,fight,3,9,16,,hit
6,fight,8,9,8,,hit
7,fight,18,9,0,,hit
8,end,0,9,0,player,

1,fight,1,20,49,,hit
2,fight,20,11,29,,hit+counter
3,poison,2,9,29,,1 turns left
3,defend,0,9,29,,cleared 1 poison
4,fight,4,9,25,,hit
5,fight,0,9,25,,miss
6,fight,3,9,22,,hit
7,fight,20,0,2,,hit+counter
8,end,0,0,2,Dragon,

1,fight,0,20,50,,miss
2,fight,0,20,50,,miss
3,fight,15,12,35,,hit+counter
4,poison,2,10,35,,1 turns left
4,defend,0,10,35,,cleared 1 poison
5,fight,0,10,35,,miss
6,fight,18,0,17,,hit+counter
7,end,0,0,17,Dragon,

1,fight,19,11,31,,hit+counter
2,poison,2,9,31,,1 turns left
2,defend,0,9,31,,cleared 1 poison
3,fight,10,9,21,,hit
4,fight,12,9,9,,hit
5,fight,0,9,9,,miss
6,fight,0,9,9,,miss
7,fight,5,9,4,,hit
8,fight,14,9,0,,hit
9,end,0,9,0,player,

1,fight,9,20,41,,hit
2,fight,0,20,41,,miss
3,fight,15,12,26,,hit+counter
4,fight,0,12,26,,miss
5,fight,13,1,13,,hit+counter
6,fight,0,1,13,,miss
7,fight,3,1,10,,hit
8,fight,0,1,10,,miss
9,fight,0,1,10,,miss
10,fight,8,1,2,,hit
11,fight,0,1,2,,miss
12,fight,2,1,0,,hit
13,end,0,1,0,player,

1,fight,0,20,50,,miss
2,fight,11,20,39,,hit
3,fight,0,20,39,,miss
4,fight,11,20,28,,hit
5,fight,0,20,28,,miss
6,fight,0,20,28,,miss
7,fight,17,13,11,,hit+counter
8,poison,2,11,11,,1 turns left
8,defend,0,11,11,,cleared 1 poison
9,fight,1,11,10,,hit
10,fight,0,11,10,,miss
11,fight,15,11,0,,hit
12,end,0,11,0,player,

1,fight,4,20,46,,hit
2,fight,16,9,30,,hit+counter
3,poison,2,7,30,,1 turns left
3,defend,0,7,30,,cleared 1 poison
4,fight,16,0,14,,hit+counter
5,end,0,0,14,Dragon,

1,fight,17,11,33,,hit+counter
2,poison,2,9,33,,1 turns left
2,defend,0,9,33,,cleared 1 poison
3,fight,3,9,30,,hit
4,fight,16,1,14,,hit+counter
5,poison,2,0,14,,1 turns left
5,end,0,0,14,Dragon,

1,fight,14,10,36,,hit+counter
2,poison,2,8,36,,1 turns left
2,defend,0,8,36,,cleared 1 poison
3,fight,18,1,18,,hit+counter
4,poison,2,0,18,,1 turns left
4,end,0,0,18,Dragon,

1,fight,2,20,48,,hit
2,fight,4,20,44,,hit
3,fight,12,20,32,,hit
4,fight,0,20,32,,miss
5,fight,0,20,32,,miss
6,fight,14,10,18,,hit+counter
7,poison,2,8,18,,1 turns left
7,defend,0,8,18,,cleared 1 poison
8,fight,16,0,2,,hit+counter
9,end,0,0,2,Dragon,

1,fight,12,20,38,,hit
2,fight,0,20,38,,miss
3,fight,0,20,38,,miss
4,fight,6,20,32,,hit
5,fight,12,20,20,,hit
6,fight,0,20,20,,miss
7,fight,20,20,0,,hit
8,end,0,20,0,player,

1,fight,0,20,50,,miss
2,fight,13,12,37,,hit+counter
3,poison,2,10,37,,1 turns left
3,defend,0,10,37,,cleared 1 poison
4,fight,17,0,20,,hit+counter
5,end,0,0,20,Dragon,

1,fight,5,20,45,,hit
2,fight,9,20,36,,hit
3,fight,18,9,18,,hit+counter
4,poison,2,7,18,,1 turns left
4,defend,0,7,18,,cleared 1 poison
5,fight,18,7,0,,hit
6,end,0,7,0,player,

1,fight,20,10,30,,hit+counter
2,fight,13,0,17,,hit+counter
3,end,0,0,17,Dragon,

1,fight,10,20,40,,hit
2,fight,20,13,20,,hit+counter
3,fight,1,13,19,,hit
4,fight,0,13,19,,miss
5,fight,20,13,0,,hit
6,end,0,13,0,player,

1,fight,16,10,34,,hit+counter
2,poison,2,8,34,,1 turns left
2,defend,0,8,34,,cleared 1 poison
3,fight,4,8,30,,hit
4,fight,7,8,23,,hit
5,fight,9,8,14,,hit
6,fight,0,8,14,,miss
7,fight,19,8,0,,hit
8,end,0,8,0,player,

1,fight,4,20,46,,hit
2,fight,6,20,40,,hit
3,fight,7,20,33,,hit
4,fight,19,13,14,,hit+counter
5,poison,2,11,14,,1 turns left
5,defend,0,11,14,,cleared 1 poison
6,fight,14,11,0,,hit
7,end,0,11,0,player,

1,fight,14,9,36,,hit+counter
2,poison,2,7,36,,1 turns left
2,defend,0,7,36,,cleared 1 poison
3,fight,11,7,25,,hit
4,fight,8,7,17,,hit
5,fight,7,7,10,,hit
6,fight,7,7,3,,hit
7,fight,0,7,3,,miss
8,fight,9,7,0,,hit
9,end,0,7,0,player,

1,fight,20,10,30,,hit+counter
2,poison,2,8,30,,1 turns left
2,defend,0,8,30,,cleared 1 poison
3,fight,19,0,11,,hit+counter
4,end,0,0,11,Dragon,

1,fight,0,20,50,,miss
2,fight,20,10,30,,hit+counter
3,fight,6,10,24,,hit
4,fight,8,10,16,,hit
5,fight,3,10,13,,hit
6,fight,19,10,0,,hit
7,end,0,10,0,player,

1,fight,0,20,50,,miss
2,fight,5,20,45,,hit
3,fight,15,13,30,,hit+counter
4,poison,2,11,30,,1 turns left
4,defend,0,11,30,,cleared 1 poison
5,fight,0,11,30,,miss
6,fight,0,11,30,,miss
7,fight,3,11,27,,hit
8,fight,18,0,9,,hit+counter
9,end,0,0,9,Dragon,

1,fight,0,20,50,,miss
2,fight,5,20,45,,hit
3,fight,6,20,39,,hit
4,fight,17,8,22,,hit+counter
5,poison,2,6,22,,1 turns left
5,defend,0,6,22,,cleared 1 poison
6,fight,13,0,9,,hit+counter
7,end,0,0,9,Dragon,

1,fight,13,13,37,,hit+counter
2,fight,0,13,37,,miss
3,fight,0,13,37,,miss
4,fight,17,5,20,,hit+counter
5,poison,2,3,20,,1 turns left
5,defend,0,3,20,,cleared 1 poison
6,fight,0,3,20,,miss
7,fight,10,3,10,,hit
8,fight,9,3,1,,hit
9,fight,10,3,0,,hit
10,end,0,3,0,player,

1,fight,4,20,46,,hit
2,fight,2,20,44,,hit
3,fight,0,20,44,,miss
4,fight,0,20,44,,miss
5,fight,2,20,42,,hit
6,fight,17,11,25,,hit+counter
7,fight,6,11,19,,hit
8,fight,15,4,4,,hit+counter
9,poison,2,2,4,,1 turns left
9,defend,0,2,4,,cleared 1 poison
10,fight,11,2,0,,hit
11,end,0,2,0,player,

1,fight,0,20,50,,miss
2,fight,0,20,50,,miss
3,fight,0,20,50,,miss
4,fight,0,20,50,,miss
5,fight,14,11,36,,hit+counter
6,poison,2,9,36,,1 turns left
6,defend,0,9,36,,cleared 1 poison
7,fight,1,9,35,,hit
8,fight,10,9,25,,hit
9,fight,5,9,20,,hit
10,fight,16,0,4,,hit+counter
11,end,0,0,4,Dragon,

1,fight,8,20,42,,hit
2,fight,0,20,42,,miss
3,fight,2,20,40,,hit
4,fight,11,20,29,,hit
5,fight,15,13,14,,hit+counter
6,poison,2,11,14,,1 turns left
6,defend,0,11,14,,cleared 1 poison
7,fight,3,11,11,,hit
8,fight,0,11,11,,miss
9,fight,20,11,0,,hit
10,end,0,11,0,player,

1,fight,19,10,31,,hit+counter
2,fight,2,10,29,,hit
3,fight,8,10,21,,hit
4,fight,0,10,21,,miss
5,fight,0,10,21,,miss
6,fight,5,10,16,,hit
7,fight,0,10,16,,miss
8,fight,16,10,0,,hit
9,end,0,10,0,player,

1,fight,9,20,41,,hit
2,fight,0,20,41,,miss
3,fight,0,20,41,,miss
4,fight,5,20,36,,hit
5,fight,0,20,36,,miss
6,fight,6,20,30,,hit
7,fight,3,20,27,,hit
8,fight,13,9,14,,hit+counter
9,fight,0,9,14,,miss
10,fight,5,9,9,,hit
11,fight,9,9,0,,hit
12,end,0,9,0,player,

1,fight,0,20,50,,miss
2,fight,0,20,50,,miss
3,fight,17,8,33,,hit+counter
4,fight,13,1,20,,hit+counter
5,poison,2,0,20,,1 turns left
5,end,0,0,20,Dragon,

1,fight,18,10,32,,hit+counter
2,fight,3,10,29,,hit
3,fight,0,10,29,,miss
4,fight,0,10,29,,miss
5,fight,19,1,10,,hit+counter
6,poison,2,0,10,,1 turns left
6,end,0,0,10,Dragon,

1,fight,13,8,37,,hit+counter
2,fight,0,8,37,,miss
3,fight,0,8,37,,miss
4,fight,7,8,30,,hit
5,fight,20,0,10,,hit+counter
6,end,0,0,10,Dragon,

1,fight,6,20,44,,hit
2,fight,9,20,35,,hit
3,fight,15,8,20,,hit+counter
4,poison,2,6,20,,1 turns left
4,defend,0,6,20,,cleared 1 poison
5,fight,0,6,20,,miss
6,fight,5,6,15,,hit
7,fight,8,6,7,,hit
8,fight,18,6,0,,hit
9,end,0,6,0,player,

1,fight,0,20,50,,miss
2,fight,5,20,45,,hit
3,fight,7,20,38,,hit
4,fight,5,20,33,,hit
5,fight,15,9,18,,hit+counter
6,poison,2,7,18,,1 turns left
6,defend,0,7,18,,cleared 1 poison
7,fight,0,7,18,,miss
8,fight,16,0,2,,hit+counter
9,end,0,0,2,Dragon,

1,fight,10,20,40,,hit
2,fight,15,10,25,,hit+counter
3,fight,0,10,25,,miss
4,fight,17,2,8,,hit+counter
5,fight,1,2,7,,hit
6,fight,15,2,0,,hit
7,end,0,2,0,player,

1,fight,1,20,49,,hit
2,fight,0,20,49,,miss
3,fight,0,20,49,,miss
4,fight,16,11,33,,hit+counter
5,poison,2,9,33,,1 turns left
5,defend,0,9,33,,cleared 1 poison
6,fight,7,9,26,,hit
7,fight,12,9,14,,hit
8,fight,12,9,2,,hit
9,fight,12,9,0,,hit
10,end,0,9,0,player,

1,fight,0,20,50,,miss
2,fight,3,20,47,,hit
3,fight,0,20,47,,miss
4,fight,6,20,41,,hit
5,fight,12,20,29,,hit
6,fight,14,11,15,,hit+counter
7,poison,2,9,15,,1 turns left
7,defend,0,9,15,,cleared 1 poison
8,fight,10,9,5,,hit
9,fight,0,9,5,,miss
10,fight,18,9,0,,hit
11,end,0,9,0,player,

1,fight,0,20,50,,miss
2,fight,0,20,50,,miss
3,fight,16,10,34,,hit+counter
4,fight,20,3,14,,hit+counter
5,poison,2,1,14,,1 turns left
5,defend,0,1,14,,cleared 1 poison
6,fight,9,1,5,,hit
7,fight,2,1,3,,hit
8,fight,1,1,2,,hit
9,fight,1,1,1,,hit
10,fight,5,1,0,,hit
11,end,0,1,0,player,

1,fight,5,20,45,,hit
2,fight,1,20,44,,hit
3,fight,0,20,44,,miss
4,fight,7,20,37,,hit
5,fight,8,20,29,,hit
6,fight,0,20,29,,miss
7,fight,1,20,28,,hit
8,fight,8,20,20,,hit
9,fight,0,20,20,,miss
10,fight,0,20,20,,miss
11,fight,1,20,19,,hit
12,fight,18,13,1,,hit+counter
13,poison,2,11,1,,1 turns left
13,defend,0,11,1,,cleared 1 poison
14,fight,14,11,0,,hit
15,end,0,11,0,player,

1,fight,16,9,34,,hit+counter
2,poison,2,7,34,,1 turns left
2,defend,0,7,34,,cleared 1 poison
3,fight,10,7,24,,hit
4,fight,0,7,24,,miss
5,fight,9,7,15,,hit
6,fight,0,7,15,,miss
7,fight,6,7,9,,hit
8,fight,18,7,0,,hit
9,end,0,7,0,player,

1,fight,20,10,30,,hit+counter
2,poison,2,8,30,,1 turns left
2,defend,0,8,30,,cleared 1 poison
3,fight,8,8,22,,hit
4,fight,15,0,7,,hit+counter
5,end,0,0,7,Dragon,

1,fight,2,20,48,,hit
2,fight,7,20,41,,hit
3,fight,11,20,30,,hit
4,fight,17,9,13,,hit+counter
5,poison,2,7,13,,1 turns left
5,defend,0,7,13,,cleared 1 poison
6,fight,0,7,13,,miss
7,fight,17,7,0,,hit
8,end,0,7,0,player,

1,fight,1,20,49,,hit
2,fight,0,20,49,,miss
3,fight,15,8,34,,hit+counter
4,poison,2,6,34,,1 turns left
4,defend,0,6,34,,cleared 1 poison
5,fight,3,6,31,,hit
6,fight,15,0,16,,hit+counter
7,end,0,0,16,Dragon,

1,fight,13,13,37,,hit+counter
2,poison,2,11,37,,1 turns left
2,defend,0,11,37,,cleared 1 poison
3,fight,0,11,37,,miss
4,fight,7,11,30,,hit
5,fight,0,11,30,,miss
6,fight,13,0,17,,hit+counter
7,end,0,0,17,Dragon,

1,fight,8,20,42,,hit
2,fight,2,20,40,,hit
3,fight,2,20,38,,hit
4,fight,0,20,38,,miss
5,fight,13,12,25,,hit+counter
6,poison,2,10,25,,1 turns left
6,defend,0,10,25,,cleared 1 poison
7,fight,5,10,20,,hit
8,fight,1,10,19,,hit
9,fight,0,10,19,,miss
10,fight,0,10,19,,miss
11,fight,2,10,17,,hit
12,fight,16,0,1,,hit+counter
13,end,0,0,1,Dragon,

1,fight,12,20,38,,hit
2,fight,0,20,38,,miss
3,fight,16,9,22,,hit+counter
4,poison,2,7,22,,1 turns left
4,defend,0,7,22,,cleared 1 poison
5,fight,0,7,22,,miss
6,fight,15,0,7,,hit+counter
7,end,0,0,7,Dragon,

1,fight,20,10,30,,hit+counter
2,fight,0,10,30,,miss
3,fight,0,10,30,,miss
4,fight,15,1,15,,hit+counter
5,poison,2,0,15,,1 turns left
5,end,0,0,15,Dragon,

1,fight,19,8,31,,hit+counter
2,fight,8,8,23,,hit
3,fight,0,8,23,,miss
4,fight,0,8,23,,miss
5,fight,18,0,5,,hit+counter
6,end,0,0,5,Dragon,

1,fight,20,10,30,,hit+counter
2,poison,2,8,30,,1 turns left
2,defend,0,8,30,,cleared 1 poison
3,fight,0,8,30,,miss
4,fight,8,8,22,,hit
5,fight,19,0,3,,hit+counter
6,end,0,0,3,Dragon,

1,fight,20,13,30,,hit+counter
2,poison,2,11,30,,1 turns left
2,defend,0,11,30,,cleared 1 poison
3,fight,5,11,25,,hit
4,fight,12,11,13,,hit
5,fight,0,11,13,,miss
6,fight,19,11,0,,hit
7,end,0,11,0,player,

1,fight,19,12,31,,hit+counter
2,poison,2,10,31,,1 turns left
2,defend,0,10,31,,cleared 1 poison
3,fight,19,0,12,,hit+counter
4,end,0,0,12,Dragon,

1,fight,16,9,34,,hit+counter
2,poison,2,7,34,,1 turns left
2,defend,0,7,34,,cleared 1 poison
3,fight,17,0,17,,hit+counter
4,end,0,0,17,Dragon,

1,fight,11,20,39,,hit
2,fight,19,12,20,,hit+counter
3,poison,2,10,20,,1 turns left
3,defend,0,10,20,,cleared 1 poison
4,fight,3,10,17,,hit
5,fight,1,10,16,,hit
6,fight,2,10,14,,hit
7,fight,0,10,14,,miss
8,fight,14,10,0,,hit
9,end,0,10,0,player,

1,fight,0,20,50,,miss
2,fight,1,20,49,,hit
3,fight,20,12,29,,hit+counter
4,fight,6,12,23,,hit
5,fight,0,12,23,,miss
6,fight,0,12,23,,miss
7,fight,0,12,23,,miss
8,fight,1,12,22,,hit
9,fight,0,12,22,,miss
10,fight,10,12,12,,hit
11,fight,18,12,0,,hit
12,end,0,12,0,player,

1,fight,15,9,35,,hit+counter
2,poison,2,7,35,,1 turns left
2,defend,0,7,35,,cleared 1 poison
3,fight,17,0,18,,hit+counter
4,end,0,0,18,Dragon,

1,fight,4,20,46,,hit
2,fight,14,13,32,,hit+counter
3,poison,2,11,32,,1 turns left
3,defend,0,11,32,,cleared 1 poison
4,fight,19,2,13,,hit+counter
5,poison,2,0,13,,1 turns left
5,end,0,0,13,Dragon,

1,fight,14,8,36,,hit+counter
2,poison,2,6,36,,1 turns left
2,defend,0,6,36,,cleared 1 poison
3,fight,0,6,36,,miss
4,fight,18,0,18,,hit+counter
5,end,0,0,18,Dragon,

1,fight,0,20,50,,miss
2,fight,13,9,37,,hit+counter
3,poison,2,7,37,,1 turns left
3,defend,0,7,37,,cleared 1 poison
4,fight,0,7,37,,miss
5,fight,10,7,27,,hit
6,fight,19,0,8,,hit+counter
7,end,0,0,8,Dragon,

1,fight,0,20,50,,miss
2,fight,0,20,50,,miss
3,fight,20,12,30,,hit+counter
4,poison,2,10,30,,1 turns left
4,defend,0,10,30,,cleared 1 poison
5,fight,6,10,24,,hit
6,fight,15,0,9,,hit+counter
7,end,0,0,9,Dragon,

1,fight,13,10,37,,hit+counter
2,poison,2,8,37,,1 turns left
2,defend,0,8,37,,cleared 1 poison
3,fight,0,8,37,,miss
4,fight,2,8,35,,hit
5,fight,14,0,21,,hit+counter
6,end,0,0,21,Dragon,

1,fight,0,20,50,,miss
2,fight,9,20,41,,hit
3,fight,0,20,41,,miss
4,fight,13,12,28,,hit+counter
5,fight,0,12,28,,miss
6,fight,9,12,19,,hit
7,fight,4,12,15,,hit
8,fight,0,12,15,,miss
9,fight,16,12,0,,hit
10,end,0,12,0,player,

1,fight,12,20,38,,hit
2,fight,11,20,27,,hit
3,fight,20,11,7,,hit+counter
4,poison,2,9,7,,1 turns left
4,defend,0,9,7,,cleared 1 poison
5,fight,0,9,7,,miss
6,fight,19,9,0,,hit
7,end,0,9,0,player,

1,fight,0,20,50,,miss
2,fight,16,11,34,,hit+counter
3,poison,2,9,34,,1 turns left
3,defend,0,9,34,,cleared 1 poison
4,fight,6,9,28,,hit
5,fight,0,9,28,,miss
6,fight,11,9,17,,hit
7,fight,13,1,4,,hit+counter
8,fight,0,1,4,,miss
9,fight,8,1,0,,hit
10,end,0,1,0,player,

1,fight,0,20,50,,miss
2,fight,10,20,40,,hit
3,fight,14,13,26,,hit+counter
4,poison,2,11,26,,1 turns left
4,defend,0,11,26,,cleared 1 poison
5,fight,10,11,16,,hit
6,fight,6,11,10,,hit
7,fight,18,11,0,,hit
8,end,0,11,0,player,

1,fight,0,20,50,,miss
2,fight,0,20,50,,miss
3,fight,9,20,41,,hit
4,fight,0,20,41,,miss
5,fight,10,20,31,,hit
6,fight,3,20,28,,hit
7,fight,6,20,22,,hit
8,fight,19,11,3,,hit+counter
9,poison,2,9,3,,1 turns left
9,defend,0,9,3,,cleared 1 poison
10,fight,1,9,2,,hit
11,fight,0,9,2,,miss
12,fight,0,9,2,,miss
13,fight,0,9,2,,miss
14,fight,0,9,2,,miss
15,fight,8,9,0,,hit
16,end,0,9,0,player,

1,fight,19,8,31,,hit+counter
2,poison,2,6,31,,1 turns left
2,defend,0,6,31,,cleared 1 poison
3,fight,11,6,20,,hit
4,fight,20,6,0,,hit
5,end,0,6,0,player,

1,fight,0,20,50,,miss
2,fight,0,20,50,,miss
3,fight,0,20,50,,miss
4,fight,2,20,48,,hit
5,fight,0,20,48,,miss
6,fight,0,20,48,,miss
7,fight,12,20,36,,hit
8,fight,0,20,36,,miss
9,fight,0,20,36,,miss
10,fight,0,20,36,,miss
11,fight,0,20,36,,miss
12,fight,7,20,29,,hit
13,fight,9,20,20,,hit
14,fight,3,20,17,,hit
15,fight,10,20,7,,hit
16,fight,16,20,0,,hit
17,end,0,20,0,player,

1,fight,11,20,39,,hit
2,fight,0,20,39,,miss
3,fight,15,8,24,,hit+counter
4,poison,2,6,24,,1 turns left
4,defend,0,6,24,,cleared 1 poison
5,fight,20,0,4,,hit+counter
6,end,0,0,4,Dragon,

1,fight,8,20,42,,hit
2,fight,1,20,41,,hit
3,fight,0,20,41,,miss
4,fight,9,20,32,,hit
5,fight,18,10,14,,hit+counter
6,fight,0,10,14,,miss
7,fight,15,10,0,,hit
8,end,0,10,0,player,

1,fight,9,20,41,,hit
2,fight,8,20,33,,hit
3,fight,0,20,33,,miss
4,fight,16,12,17,,hit+counter
5,fight,19,12,0,,hit
6,end,0,12,0,player,

1,fight,0,20,50,,miss
2,fight,16,11,34,,hit+counter
3,fight,19,3,15,,hit+counter
4,fight,17,3,0,,hit
5,end,0,3,0,player,

1,fight,0,20,50,,miss
2,fight,19,9,31,,hit+counter
3,poison,2,7,31,,1 turns left
3,defend,0,7,31,,cleared 1 poison
4,fight,16,0,15,,hit+counter
5,end,0,0,15,Dragon,

1,fight,9,20,41,,hit
2,fight,12,20,29,,hit
3,fight,13,12,16,,hit+counter
4,poison,2,10,16,,1 turns left
4,defend,0,10,16,,cleared 1 poison
5,fight,0,10,16,,miss
6,fight,15,0,1,,hit+counter
7,end,0,0,1,Dragon,

1,fight,6,20,44,,hit
2,fight,0,20,44,,miss
